__sheet__,__page__,#,מה נדרש ממך,בחירה,מילוי,הערות אייל,סטטוס סעיף,הכרעה נדרשת מ,סיווג,הסעיף,סקשן אצל אייל,הכשל,התוכן הדרוש,התיקון,נתיב קוד,קישור,אפשרויות לבחירה,הערות סוכן,הערות נימרוד,תאריך הכרעה
עמוד · qr19 – הפיצה הכי טעימה ש,R2-092,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr19/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr19/,,R2-092 · qr19 – הפיצה הכי טעימה שאכלתי בחיים · מודפס https://www.eyalamit.co.il/qr/qr19/,,
עמוד · qr2 – אקדח לתוך הראש,R2-093,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr2/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr2/,,R2-093 · qr2 – אקדח לתוך הראש · מודפס https://www.eyalamit.co.il/qr/qr2/,,
"עמוד · qr20 – אבא, אני רעב",R2-094,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr20/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr20/,,"R2-094 · qr20 – אבא, אני רעב · מודפס https://www.eyalamit.co.il/qr/qr20/",,
עמוד · qr21 – ג'סי ראם!,R2-095,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr21/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr21/,,R2-095 · qr21 – ג'סי ראם! · מודפס https://www.eyalamit.co.il/qr/qr21/,,
עמוד · qr22 – בולט אנט,R2-096,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr22/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr22/,,R2-096 · qr22 – בולט אנט · מודפס https://www.eyalamit.co.il/qr/qr22/,,
עמוד · qr23 – יום כן יום לא,R2-097,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr23/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr23/,,R2-097 · qr23 – יום כן יום לא · מודפס https://www.eyalamit.co.il/qr/qr23/,,
עמוד · qr24 – קוֹל פּוּט שוֹרט ,R2-098,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr24/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr24/,,R2-098 · qr24 – קוֹל פּוּט שוֹרט סטופ! · מודפס https://www.eyalamit.co.il/qr/qr24/,,
עמוד · qr25 – גרין ווש,R2-099,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr25/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr25/,,R2-099 · qr25 – גרין ווש · מודפס https://www.eyalamit.co.il/qr/qr25/,,
עמוד · qr26 – כורסת הציפורניים,R2-100,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr26/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr26/,,R2-100 · qr26 – כורסת הציפורניים · מודפס https://www.eyalamit.co.il/qr/qr26/,,
עמוד · qr27 – אמסטרדם,R2-101,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr27/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr27/,,R2-101 · qr27 – אמסטרדם · מודפס https://www.eyalamit.co.il/qr/qr27/,,
עמוד · qr28 – נזכור ולא נשכח,R2-102,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr28/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr28/,,R2-102 · qr28 – נזכור ולא נשכח · מודפס https://www.eyalamit.co.il/qr/qr28/,,
עמוד · qr29 – לעבור דירה,R2-103,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr29/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr29/,,R2-103 · qr29 – לעבור דירה · מודפס https://www.eyalamit.co.il/qr/qr29/,,
עמוד · qr3 – האלמנה השחורה,R2-104,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr3/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr3/,,R2-104 · qr3 – האלמנה השחורה · מודפס https://www.eyalamit.co.il/qr/qr3/,,
עמוד · qr30 – פרדס חפלה,R2-105,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr30/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr30/,,R2-105 · qr30 – פרדס חפלה · מודפס https://www.eyalamit.co.il/qr/qr30/,,
עמוד · qr31 – פיפי במעלית,R2-106,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr31/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr31/,,R2-106 · qr31 – פיפי במעלית · מודפס https://www.eyalamit.co.il/qr/qr31/,,
עמוד · qr32 – נשימה מעגלית,R2-107,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr32/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr32/,,R2-107 · qr32 – נשימה מעגלית · מודפס https://www.eyalamit.co.il/qr/qr32/,,
"עמוד · qr33 – תאכלו ביצים, תהיו",R2-108,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr33/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr33/,,"R2-108 · qr33 – תאכלו ביצים, תהיו טייסים · מודפס https://www.eyalamit.co.il/qr/qr33/",,
עמוד · qr34 – תקום,R2-109,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr34/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr34/,,R2-109 · qr34 – תקום · מודפס https://www.eyalamit.co.il/qr/qr34/,,
עמוד · qr35 – הגבר החדש,R2-110,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr35/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr35/,,R2-110 · qr35 – הגבר החדש · מודפס https://www.eyalamit.co.il/qr/qr35/,,
עמוד · qr36 – חוני המעגל,R2-111,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr36/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr36/,,R2-111 · qr36 – חוני המעגל · מודפס https://www.eyalamit.co.il/qr/qr36/,,
עמוד · qr37 – דרך השלום,R2-112,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr37/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr37/,,R2-112 · qr37 – דרך השלום · מודפס https://www.eyalamit.co.il/qr/qr37/,,
עמוד · qr38 – הבטחות או לא להיו,R2-113,QR-01,—,,,,בוצע,—,ברור,כתובת מודפסת נוחתת + העתקה מהישן בלי ניסוח,אין סקירה — QR ארכיון חי,סבב 2 גל 2: להעלות מה שיש בכתובת המודפסת. אסור 301 ששובר ספר.,אותו path /qr/qr38/ ב-200. בייטים מהאתר הישן אם חסר. בלי ניסוח.,אימות נחיתה. העתקה מילה-במילה רק אם הסטייג'ינג ריק והישן מלא. generated QR data — לא ביד.,ea-w2-07-qr-content-data.php (generated) · QR-URL-POLICY.md,http://eyalamit-co-il-2026.s887.upress.link/qr/qr38/,,R2-113 · qr38 – הבטחות או לא להיות · מודפס https://www.eyalamit.co.il/qr/qr38/,,
